STATISTICHE UFFICIALI 2014/2015,,,,,,,,,,,,,,,,,,,,
Solo su WWW.FANTAGAZZETTA.COMi voti alle prime luci dell'alba,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
Codice,Ruolo,Calciatore,Squadra,P,Amm,Esp,Gf,Gs,assist,As,Af,Rp,R-,R+,Aut,Gv,Media Voto,Gp,FantaMedia,FantaMedia+
191,P,ZAPPINO,FROSINONE,1,0,0,0,4,0,0,0,0,0,0,0,0,6.5,0,2.5,2.5
412,P,COLOMBI,PALERMO,1,0,0,0,1,0,0,0,0,0,0,0,0,6.5,0,5.5,5.5
413,P,SORRENTINO,PALERMO,13,1,0,0,19,0,0,0,0,0,0,0,0,6.5,0,5,5
450,P,DE SANCTIS,ROMA,4,0,0,0,7,0,0,0,1,0,0,0,0,6.38,0,5.38,5.38
387,P,REINA,NAPOLI,14,0,0,0,9,0,0,0,0,0,0,0,0,6.36,0,5.71,5.71
218,P,PERIN,GENOA,7,1,0,0,12,0,0,0,0,0,0,0,0,6.36,0,4.57,4.57
4,P,SPORTIELLO,ATALANTA,14,1,0,0,15,0,0,0,2,0,0,0,0,6.32,0,5.64,5.64
484,P,VIVIANO,SAMPDORIA,14,0,0,0,22,0,0,0,1,0,0,0,0,6.29,0,4.93,4.93
510,P,PEGOLO,SASSUOLO,2,1,0,0,2,0,0,0,0,0,0,0,0,6.25,0,5,5
41,P,MIRANTE,BOLOGNA,12,1,0,0,17,0,0,0,0,0,0,0,0,6.25,0,4.79,4.79
250,P,HANDANOVIC,INTER,14,3,0,0,9,0,0,0,0,0,0,0,0,6.25,0,5.5,5.5
350,P,DONNARUMMA G,MILAN,6,0,0,0,4,0,0,0,0,0,0,0,0,6.25,0,5.58,5.58
95,P,BIZZARRI,CHIEVO,14,1,0,0,16,0,0,0,0,0,0,0,0,6.21,0,5.04,5.04
453,P,SZCZESNY,ROMA,10,1,0,0,10,0,0,0,0,0,0,0,0,6.2,0,5.15,5.15
570,P,KARNEZIS,UDINESE,14,0,0,0,17,0,0,0,0,0,0,0,0,6.18,0,4.96,4.96
188,P,LEALI,FROSINONE,13,1,0,0,20,0,0,0,1,0,0,0,0,6.15,0,4.81,4.81
133,P,SKORUPSKI,EMPOLI,14,1,0,0,20,0,0,0,0,0,0,0,0,6.14,0,4.68,4.68
282,P,BUFFON,JUVENTUS,13,1,0,0,10,0,0,0,0,0,0,0,0,6.12,0,5.31,5.31
509,P,CONSIGLI,SASSUOLO,13,1,1,0,11,0,0,0,1,0,0,0,0,6.08,0,5.35,5.35
217,P,LAMANNA,GENOA,7,0,0,0,7,0,0,0,0,0,0,1,0,6.07,0,4.79,4.79
160,P,TATARUSANU,FIORENTINA,14,1,0,0,11,0,0,0,0,0,0,0,0,6.07,0,5.25,5.25
318,P,MARCHETTI,LAZIO,12,0,0,0,17,0,0,0,0,0,0,0,0,6.04,0,4.63,4.63
610,P,GOLLINI,VERONA,3,1,0,0,6,0,0,0,0,0,0,0,0,6,0,3.83,3.83
