STATISTICHE UFFICIALI 2014/2015,,,,,,,,,,,,,,,,,,,,
Solo su WWW.FANTAGAZZETTA.COMi voti alle prime luci dell'alba,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
Codice,Ruolo,Calciatore,Squadra,P,Amm,Esp,Gf,Gs,assist,As,Af,Rp,R-,R+,Aut,Gv,Media Voto,Gp,FantaMedia,FantaMedia+
403,A,TOTTI,ROMA,25,5,0,4,0,5,5,0,0,0,4,0,0,5.94,1,6.8,7
453,A,SANSONE N.,SASSUOLO,34,3,1,5,0,3,3,0,0,0,0,0,2,5.94,0,6.31,6.4
50,A,SAU,CAGLIARI,28,3,0,7,0,2,2,0,0,0,0,0,2,5.93,2,6.63,6.7
102,A,PALOSCHI,CHIEVO,37,2,0,9,0,3,3,0,0,1,0,0,3,5.93,1,6.55,6.64
265,A,KEITA B.,LAZIO,21,3,0,1,0,0,0,0,0,0,0,0,0,5.93,0,6,6
182,A,MATRI,JUVENTUS,21,2,0,7,0,3,3,0,0,1,0,0,3,5.93,1,6.74,6.88
210,A,PALACIO,INTER,32,3,0,8,0,5,5,0,0,1,0,0,0,5.91,2,6.52,6.67
511,A,LOPEZ N.,VERONA,20,3,0,5,0,2,2,0,0,0,0,0,0,5.9,2,6.58,6.67
512,A,MURIEL,SAMPDORIA,24,2,0,4,0,4,4,0,0,0,0,0,0,5.88,0,6.33,6.5
208,A,BOTTA,CHIEVO,20,4,1,0,0,0,0,0,0,0,0,0,0,5.88,0,5.72,5.72
72,A,GARRITANO,CESENA,4,1,0,0,0,0,0,0,0,0,0,0,0,5.88,0,5.75,5.75
319,A,INSIGNE,NAPOLI,17,0,0,2,0,3,3,0,0,1,0,0,1,5.88,0,6.06,6.24
454,A,ZAZA,SASSUOLO,31,11,0,10,0,2,2,0,0,1,1,0,2,5.87,0,6.66,6.73
451,A,FLORO FLORES,SASSUOLO,25,3,0,2,0,0,0,0,0,0,0,0,1,5.86,0,6.04,6.04
400,A,ITURBE,ROMA,25,4,0,2,0,1,1,0,0,0,0,0,0,5.86,0,6.02,6.06
123,A,MCHEDLIDZE,EMPOLI,18,2,0,4,0,0,0,0,0,0,0,0,1,5.86,0,6.47,6.47
154,A,BERNARDESCHI,FIORENTINA,7,2,0,1,0,1,1,0,0,0,0,0,0,5.86,0,6.14,6.29
816,A,SAVIOLA,VERONA,11,0,0,1,0,1,1,0,0,0,0,0,1,5.86,0,6.14,6.23
824,A,BONAZZOLI,INTER,3,0,0,0,0,0,0,0,0,0,0,0,0,5.83,0,5.83,5.83
309,A,CALLEJON,NAPOLI,38,1,0,11,0,3,3,0,0,0,0,0,3,5.83,0,6.68,6.76
371,A,AMAURI,TORINO,17,3,0,1,0,0,0,0,0,0,0,0,0,5.82,0,5.91,5.91
74,A,RODRIGUEZ A.,CESENA,20,3,0,4,0,0,0,0,0,0,1,0,3,5.78,0,6.45,6.45
842,A,GEIJO,UDINESE,9,0,0,1,0,0,0,0,0,0,0,0,0,5.78,0,6.11,6.11
398,A,DESTRO,MILAN,26,5,0,8,0,0,0,0,0,0,0,0,4,5.77,1,6.6,6.6
237,A,LLORENTE,JUVENTUS,29,0,0,7,0,0,0,0,0,0,0,0,1,5.76,0,6.48,6.48
267,A,PEREA,LAZIO,2,1,0,0,0,0,0,0,0,0,0,0,0,5.75,0,5.5,5.5
838,A,HARASLIN,PARMA,2,0,0,0,0,0,0,0,0,0,0,0,0,5.75,0,5.75,5.75
99,A,FARIAS,CAGLIARI,29,7,0,6,0,1,1,0,0,0,0,0,0,5.72,1,6.22,6.26
423,A,BERGESSIO,SAMPDORIA,17,0,0,1,0,0,0,0,0,0,0,0,1,5.71,0,5.88,5.88
450,A,FLOCCARI,SASSUOLO,20,0,0,2,0,0,0,0,0,0,0,0,1,5.7,0,6,6
536,A,NENE',VERONA,5,1,0,0,0,0,0,0,0,0,0,0,0,5.7,0,5.6,5.6
752,A,GHEZZAL,PARMA,18,0,0,0,0,0,0,0,0,0,0,0,0,5.67,0,5.67,5.67
909,A,DAL MONTE,CESENA,3,0,0,0,0,0,0,0,0,0,0,0,0,5.67,0,5.67,5.67
320,A,MICHU,NAPOLI,3,1,0,0,0,0,0,0,0,0,0,0,0,5.67,0,5.5,5.5
874,A,COP,CAGLIARI,13,1,0,4,0,0,0,0,0,0,0,0,2,5.65,0,6.54,6.54
75,A,SUCCI,CESENA,7,2,0,2,0,0,0,0,0,0,0,0,0,5.64,1,6.36,6.36
374,A,PALLADINO,PARMA,21,1,0,4,0,1,1,0,0,0,0,0,0,5.62,0,6.17,6.21
124,A,TAVANO,EMPOLI,22,1,0,1,0,1,1,0,0,0,1,0,0,5.61,0,5.86,5.91
71,A,DJURIC,CESENA,27,2,0,2,0,1,1,0,0,0,0,0,0,5.59,0,5.78,5.81
372,A,BELFODIL,PARMA,22,3,0,1,0,0,0,0,0,0,0,0,0,5.59,1,5.66,5.66
26,A,DENIS,ATALANTA,31,4,0,5,0,0,0,0,0,1,3,0,2,5.58,3,6.19,6.19
155,A,GOMEZ M.,FIORENTINA,20,3,0,4,0,0,0,0,0,1,0,0,0,5.55,0,5.92,5.92
707,A,BIANCHI,ATALANTA,19,1,0,0,0,0,0,0,0,0,0,0,0,5.55,0,5.53,5.53
479,A,MARTINEZ,TORINO,23,0,0,3,0,0,0,0,0,0,0,0,1,5.54,0,5.93,5.93
48,A,LONGO,CAGLIARI,19,4,0,0,0,0,0,0,0,0,0,0,0,5.53,0,5.42,5.42
375,A,POZZI,CHIEVO,1,0,0,0,0,0,0,0,0,0,0,0,0,5.5,0,5.5,5.5
294,A,PAZZINI,MILAN,19,2,0,1,0,0,0,0,0,0,3,0,0,5.5,0,6.08,6.08
819,A,DJORDJEVIC L.,SAMPDORIA,2,0,0,0,0,0,0,0,0,0,0,0,0,5.5,0,5.5,5.5
823,A,JOAO SILVA,PALERMO,1,1,0,0,0,0,0,0,0,0,0,0,0,5.5,0,5,5
853,A,VALZANIA,CESENA,2,1,0,0,0,0,0,0,0,0,0,0,0,5.5,0,5.25,5.25
869,A,PODOLSKI,INTER,15,2,0,1,0,1,1,0,0,0,0,0,1,5.5,0,5.63,5.7
837,A,PUSCAS,INTER,2,0,0,0,0,0,0,0,0,0,0,0,0,5.5,0,5.5,5.5
25,A,BOAKYE,ATALANTA,18,2,1,3,0,0,0,0,0,0,0,0,2,5.47,0,5.86,5.86
477,A,CERCI,MILAN,12,0,0,1,0,3,3,0,0,0,0,0,0,5.46,0,5.71,5.96
849,A,HUGO ALMEIDA,CESENA,9,0,0,0,0,1,1,0,0,0,0,0,0,5.44,0,5.44,5.56
785,A,TORRES,MILAN,9,1,0,1,0,0,0,0,0,0,0,0,0,5.39,0,5.67,5.67
121,A,AGUIRRE,UDINESE,4,1,0,1,0,0,0,0,0,0,0,0,0,5.38,0,6,6
892,A,PERICA,UDINESE,6,1,0,1,0,0,0,0,0,0,0,0,0,5.25,0,5.67,5.67
478,A,LARRONDO,TORINO,5,0,0,0,0,0,0,0,0,1,0,0,0,5.2,0,4.6,4.6
428,A,SANSONE G.,SAMPDORIA,3,0,0,0,0,0,0,0,0,0,0,0,0,5.17,0,5.17,5.17
894,A,DOUMBIA,ROMA,9,0,0,2,0,0,0,0,0,0,0,0,2,5.06,0,5.72,5.72
784,A,MAKIENOK,PALERMO,1,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,5
425,A,FEDATO,SAMPDORIA,1,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,5
917,C,GNOUKOURI,INTER,2,1,0,0,0,0,0,0,0,0,0,0,0,6.5,0,6.25,6.25
234,C,POGBA,JUVENTUS,25,4,0,8,0,2,2,0,0,0,0,0,4,6.46,1,7.34,7.42
255,C,CANDREVA,LAZIO,33,6,0,8,0,8,8,0,0,1,2,0,4,6.44,0,7.17,7.41
288,C,SAPONARA,EMPOLI,18,2,1,6,0,2,2,0,0,0,1,0,1,6.44,0,7.5,7.61
392,C,NAINGGOLAN,ROMA,33,10,0,5,0,2,2,0,0,0,0,0,3,6.41,0,6.71,6.77
177,C,PEROTTI,GENOA,27,5,0,2,0,5,5,0,0,0,2,0,2,6.41,0,6.76,6.94
228,C,MARCHISIO,JUVENTUS,34,9,0,2,0,4,4,0,0,0,1,0,0,6.4,0,6.53,6.65
257,C,FELIPE ANDERSON,LAZIO,30,5,0,10,0,7,7,0,0,0,0,0,4,6.38,0,7.3,7.53
119,C,VALDIFIORI,EMPOLI,36,6,1,0,0,7,7,0,0,0,0,0,0,6.35,0,6.24,6.43
899,C,SALAH,FIORENTINA,16,0,0,6,0,1,1,0,0,0,0,0,1,6.34,0,7.47,7.53
